Title	URL	HasUniqueRoleAssignments	User/Group	Roles
TaxForms	http://sps2013/sites/tomv2/TaxForms	False	Approvers	Approve,
TaxForms	http://sps2013/sites/tomv2/TaxForms	False	Restricted Readers	Restricted Read,
TaxForms	http://sps2013/sites/tomv2/TaxForms	False	Translation Managers	Restricted Interfaces for Translation,
TemplateRuleAssignments	http://sps2013/sites/tomv2/Lists/TemplateRuleAssignments	True	SPS2013\administrator	Full Control,
TemplateRuleAssignments	http://sps2013/sites/tomv2/Lists/TemplateRuleAssignments	True	TOM v2 Owners	Full Control,
TemplateRuleAssignments	http://sps2013/sites/tomv2/Lists/TemplateRuleAssignments	True	TOM v2 Visitors	Read,
TemplateRuleAssignments	http://sps2013/sites/tomv2/Lists/TemplateRuleAssignments	True	TOM v2 Members	Edit,
TemplateRuleAssignments	http://sps2013/sites/tomv2/Lists/TemplateRuleAssignments	True	TOM Administrators	Full Control,
TemplateRuleAssignments	http://sps2013/sites/tomv2/Lists/TemplateRuleAssignments	True	TOM Owners	Full Control,
TemplateRuleAssignments	http://sps2013/sites/tomv2/Lists/TemplateRuleAssignments	True	TOM Members	Read,
TemplateRuleAssignments	http://sps2013/sites/tomv2/Lists/TemplateRuleAssignments	True	TOM Visitors	Read,
TemplateRuleAssignments	http://sps2013/sites/tomv2/Lists/TemplateRuleAssignments	True	TOM Viewers	Read,
TemplateRules	http://sps2013/sites/tomv2/Lists/TemplateRules	True	SPS2013\administrator	Full Control,
TemplateRules	http://sps2013/sites/tomv2/Lists/TemplateRules	True	TOM v2 Owners	Full Control,
TemplateRules	http://sps2013/sites/tomv2/Lists/TemplateRules	True	TOM v2 Visitors	Read,
TemplateRules	http://sps2013/sites/tomv2/Lists/TemplateRules	True	TOM v2 Members	Edit,
TemplateRules	http://sps2013/sites/tomv2/Lists/TemplateRules	True	TOM Administrators	Full Control,
TemplateRules	http://sps2013/sites/tomv2/Lists/TemplateRules	True	TOM Owners	Full Control,
TemplateRules	http://sps2013/sites/tomv2/Lists/TemplateRules	True	TOM Members	Read,
TemplateRules	http://sps2013/sites/tomv2/Lists/TemplateRules	True	TOM Visitors	Read,
TemplateRules	http://sps2013/sites/tomv2/Lists/TemplateRules	True	TOM Viewers	Read,
TemplateRuleSets	http://sps2013/sites/tomv2/Lists/TemplateRuleSets	True	SPS2013\administrator	Full Control,
TemplateRuleSets	http://sps2013/sites/tomv2/Lists/TemplateRuleSets	True	TOM v2 Owners	Full Control,
TemplateRuleSets	http://sps2013/sites/tomv2/Lists/TemplateRuleSets	True	TOM v2 Visitors	Read,
TemplateRuleSets	http://sps2013/sites/tomv2/Lists/TemplateRuleSets	True	TOM v2 Members	Edit,
TemplateRuleSets	http://sps2013/sites/tomv2/Lists/TemplateRuleSets	True	TOM Administrators	Full Control,
TemplateRuleSets	http://sps2013/sites/tomv2/Lists/TemplateRuleSets	True	TOM Owners	Full Control,
TemplateRuleSets	http://sps2013/sites/tomv2/Lists/TemplateRuleSets	True	TOM Members	Read,
TemplateRuleSets	http://sps2013/sites/tomv2/Lists/TemplateRuleSets	True	TOM Visitors	Read,
TemplateRuleSets	http://sps2013/sites/tomv2/Lists/TemplateRuleSets	True	TOM Viewers	Read,
TOM Contacts	http://sps2013/sites/tomv2/Lists/TOMContacts	False	SPS2013\administrator	Full Control,Limited Access,
TOM Contacts	http://sps2013/sites/tomv2/Lists/TOMContacts	False	Excel Services Viewers	View Only,
TOM Contacts	http://sps2013/sites/tomv2/Lists/TOMContacts	False	TOM v2 Owners	Full Control,Limited Access,
TOM Contacts	http://sps2013/sites/tomv2/Lists/TOMContacts	False	TOM v2 Visitors	Read,
TOM Contacts	http://sps2013/sites/tomv2/Lists/TOMContacts	False	TOM v2 Members	Edit,Limited Access,
TOM Contacts	http://sps2013/sites/tomv2/Lists/TOMContacts	False	TOM Administrators	Full Control,Limited Access,
TOM Contacts	http://sps2013/sites/tomv2/Lists/TOMContacts	False	TOM Owners	Full Control,Limited Access,
TOM Contacts	http://sps2013/sites/tomv2/Lists/TOMContacts	False	TOM Members	Contribute,Limited Access,
TOM Contacts	http://sps2013/sites/tomv2/Lists/TOMContacts	False	TOM Visitors	Read,Limited Access,
TOM Contacts	http://sps2013/sites/tomv2/Lists/TOMContacts	False	TOM Viewers	Read,Limited Access,
TOM Contacts	http://sps2013/sites/tomv2/Lists/TOMContacts	False	Style Resource Readers	Limited Access,
TOM Contacts	http://sps2013/sites/tomv2/Lists/TOMContacts	False	Designers	Design,Limited Access,
TOM Contacts	http://sps2013/sites/tomv2/Lists/TOMContacts	False	Hierarchy Managers	Manage Hierarchy,
TOM Contacts	http://sps2013/sites/tomv2/Lists/TOMContacts	False	Approvers	Approve,
TOM Contacts	http://sps2013/sites/tomv2/Lists/TOMContacts	False	Restricted Readers	Restricted Read,
TOM Contacts	http://sps2013/sites/tomv2/Lists/TOMContacts	False	Translation Managers	Restricted Interfaces for Translation,
TOM Log	http://sps2013/sites/tomv2/Lists/TOMLog	False	SPS2013\administrator	Full Control,Limited Access,
TOM Log	http://sps2013/sites/tomv2/Lists/TOMLog	False	Excel Services Viewers	View Only,
TOM Log	http://sps2013/sites/tomv2/Lists/TOMLog	False	TOM v2 Owners	Full Control,Limited Access,
TOM Log	http://sps2013/sites/tomv2/Lists/TOMLog	False	TOM v2 Visitors	Read,
TOM Log	http://sps2013/sites/tomv2/Lists/TOMLog	False	TOM v2 Members	Edit,Limited Access,
TOM Log	http://sps2013/sites/tomv2/Lists/TOMLog	False	TOM Administrators	Full Control,Limited Access,
TOM Log	http://sps2013/sites/tomv2/Lists/TOMLog	False	TOM Owners	Full Control,Limited Access,
TOM Log	http://sps2013/sites/tomv2/Lists/TOMLog	False	TOM Members	Contribute,Limited Access,
TOM Log	http://sps2013/sites/tomv2/Lists/TOMLog	False	TOM Visitors	Read,Limited Access,
TOM Log	http://sps2013/sites/tomv2/Lists/TOMLog	False	TOM Viewers	Read,Limited Access,
TOM Log	http://sps2013/sites/tomv2/Lists/TOMLog	False	Style Resource Readers	Limited Access,
TOM Log	http://sps2013/sites/tomv2/Lists/TOMLog	False	Designers	Design,Limited Access,
TOM Log	http://sps2013/sites/tomv2/Lists/TOMLog	False	Hierarchy Managers	Manage Hierarchy,
TOM Log	http://sps2013/sites/tomv2/Lists/TOMLog	False	Approvers	Approve,
TOM Log	http://sps2013/sites/tomv2/Lists/TOMLog	False	Restricted Readers	Restricted Read,
TOM Log	http://sps2013/sites/tomv2/Lists/TOMLog	False	Translation Managers	Restricted Interfaces for Translation,
TP - Master File / マスターファイル	http://sps2013/sites/tomv2/Master File	False	SPS2013\administrator	Full Control,Limited Access,
TP - Master File / マスターファイル	http://sps2013/sites/tomv2/Master File	False	Excel Services Viewers	View Only,
TP - Master File / マスターファイル	http://sps2013/sites/tomv2/Master File	False	TOM v2 Owners	Full Control,Limited Access,
TP - Master File / マスターファイル	http://sps2013/sites/tomv2/Master File	False	TOM v2 Visitors	Read,
TP - Master File / マスターファイル	http://sps2013/sites/tomv2/Master File	False	TOM v2 Members	Edit,Limited Access,
TP - Master File / マスターファイル	http://sps2013/sites/tomv2/Master File	False	TOM Administrators	Full Control,Limited Access,
TP - Master File / マスターファイル	http://sps2013/sites/tomv2/Master File	False	TOM Owners	Full Control,Limited Access,
TP - Master File / マスターファイル	http://sps2013/sites/tomv2/Master File	False	TOM Members	Contribute,Limited Access,
TP - Master File / マスターファイル	http://sps2013/sites/tomv2/Master File	False	TOM Visitors	Read,Limited Access,
TP - Master File / マスターファイル	http://sps2013/sites/tomv2/Master File	False	TOM Viewers	Read,Limited Access,
TP - Master File / マスターファイル	http://sps2013/sites/tomv2/Master File	False	Style Resource Readers	Limited Access,
TP - Master File / マスターファイル	http://sps2013/sites/tomv2/Master File	False	Designers	Design,Limited Access,
TP - Master File / マスターファイル	http://sps2013/sites/tomv2/Master File	False	Hierarchy Managers	Manage Hierarchy,
TP - Master File / マスターファイル	http://sps2013/sites/tomv2/Master File	False	Approvers	Approve,
TP - Master File / マスターファイル	http://sps2013/sites/tomv2/Master File	False	Restricted Readers	Restricted Read,
TP - Master File / マスターファイル	http://sps2013/sites/tomv2/Master File	False	Translation Managers	Restricted Interfaces for Translation,
WI Templates	http://sps2013/sites/tomv2/Lists/WITemplates	True	SPS2013\administrator	Full Control,
WI Templates	http://sps2013/sites/tomv2/Lists/WITemplates	True	TOM v2 Owners	Full Control,
WI Templates	http://sps2013/sites/tomv2/Lists/WITemplates	True	TOM v2 Visitors	Read,
WI Templates	http://sps2013/sites/tomv2/Lists/WITemplates	True	TOM v2 Members	Edit,
WI Templates	http://sps2013/sites/tomv2/Lists/WITemplates	True	TOM Administrators	Full Control,
WI Templates	http://sps2013/sites/tomv2/Lists/WITemplates	True	TOM Owners	Full Control,
WI Templates	http://sps2013/sites/tomv2/Lists/WITemplates	True	TOM Members	Read,
WI Templates	http://sps2013/sites/tomv2/Lists/WITemplates	True	TOM Visitors	Read,
WI Templates	http://sps2013/sites/tomv2/Lists/WITemplates	True	TOM Viewers	Read,
WISubTypes	http://sps2013/sites/tomv2/Lists/WISubTypes	True	SPS2013\administrator	Full Control,
WISubTypes	http://sps2013/sites/tomv2/Lists/WISubTypes	True	TOM v2 Owners	Full Control,
WISubTypes	http://sps2013/sites/tomv2/Lists/WISubTypes	True	TOM v2 Visitors	Read,
WISubTypes	http://sps2013/sites/tomv2/Lists/WISubTypes	True	TOM v2 Members	Edit,
WISubTypes	http://sps2013/sites/tomv2/Lists/WISubTypes	True	TOM Administrators	Full Control,
WISubTypes	http://sps2013/sites/tomv2/Lists/WISubTypes	True	TOM Owners	Full Control,
WISubTypes	http://sps2013/sites/tomv2/Lists/WISubTypes	True	TOM Members	Read,
WISubTypes	http://sps2013/sites/tomv2/Lists/WISubTypes	True	TOM Visitors	Read,
WISubTypes	http://sps2013/sites/tomv2/Lists/WISubTypes	True	TOM Viewers	Read,
WITemplateLinks	http://sps2013/sites/tomv2/Lists/WITemplateLinks	True	SPS2013\administrator	Full Control,
WITemplateLinks	http://sps2013/sites/tomv2/Lists/WITemplateLinks	True	TOM v2 Owners	Full Control,
WITemplateLinks	http://sps2013/sites/tomv2/Lists/WITemplateLinks	True	TOM v2 Visitors	Read,
WITemplateLinks	http://sps2013/sites/tomv2/Lists/WITemplateLinks	True	TOM v2 Members	Edit,
WITemplateLinks	http://sps2013/sites/tomv2/Lists/WITemplateLinks	True	TOM Administrators	Full Control,
WITemplateLinks	http://sps2013/sites/tomv2/Lists/WITemplateLinks	True	TOM Owners	Full Control,
WITemplateLinks	http://sps2013/sites/tomv2/Lists/WITemplateLinks	True	TOM Members	Read,
WITemplateLinks	http://sps2013/sites/tomv2/Lists/WITemplateLinks	True	TOM Visitors	Read,
WITemplateLinks	http://sps2013/sites/tomv2/Lists/WITemplateLinks	True	TOM Viewers	Read,
WITypes	http://sps2013/sites/tomv2/Lists/WITypes	True	SPS2013\administrator	Full Control,
WITypes	http://sps2013/sites/tomv2/Lists/WITypes	True	TOM v2 Owners	Full Control,
WITypes	http://sps2013/sites/tomv2/Lists/WITypes	True	TOM v2 Visitors	Read,
WITypes	http://sps2013/sites/tomv2/Lists/WITypes	True	TOM v2 Members	Edit,
WITypes	http://sps2013/sites/tomv2/Lists/WITypes	True	TOM Administrators	Full Control,
WITypes	http://sps2013/sites/tomv2/Lists/WITypes	True	TOM Owners	Full Control,
WITypes	http://sps2013/sites/tomv2/Lists/WITypes	True	TOM Members	Read,
WITypes	http://sps2013/sites/tomv2/Lists/WITypes	True	TOM Visitors	Read,
WITypes	http://sps2013/sites/tomv2/Lists/WITypes	True	TOM Viewers	Read,
Work Items	http://sps2013/sites/tomv2/Lists/WorkItems	False	SPS2013\administrator	Full Control,Limited Access,
Work Items	http://sps2013/sites/tomv2/Lists/WorkItems	False	Excel Services Viewers	View Only,
Work Items	http://sps2013/sites/tomv2/Lists/WorkItems	False	TOM v2 Owners	Full Control,Limited Access,
Work Items	http://sps2013/sites/tomv2/Lists/WorkItems	False	TOM v2 Visitors	Read,
Work Items	http://sps2013/sites/tomv2/Lists/WorkItems	False	TOM v2 Members	Edit,Limited Access,
Work Items	http://sps2013/sites/tomv2/Lists/WorkItems	False	TOM Administrators	Full Control,Limited Access,
Work Items	http://sps2013/sites/tomv2/Lists/WorkItems	False	TOM Owners	Full Control,Limited Access,
Work Items	http://sps2013/sites/tomv2/Lists/WorkItems	False	TOM Members	Contribute,Limited Access,
Work Items	http://sps2013/sites/tomv2/Lists/WorkItems	False	TOM Visitors	Read,Limited Access,
Work Items	http://sps2013/sites/tomv2/Lists/WorkItems	False	TOM Viewers	Read,Limited Access,
Work Items	http://sps2013/sites/tomv2/Lists/WorkItems	False	Style Resource Readers	Limited Access,
Work Items	http://sps2013/sites/tomv2/Lists/WorkItems	False	Designers	Design,Limited Access,
Work Items	http://sps2013/sites/tomv2/Lists/WorkItems	False	Hierarchy Managers	Manage Hierarchy,
Work Items	http://sps2013/sites/tomv2/Lists/WorkItems	False	Approvers	Approve,
Work Items	http://sps2013/sites/tomv2/Lists/WorkItems	False	Restricted Readers	Restricted Read,
Work Items	http://sps2013/sites/tomv2/Lists/WorkItems	False	Translation Managers	Restricted Interfaces for Translation,
Workflow Tasks	http://sps2013/sites/tomv2/WorkflowTasks	False	SPS2013\administrator	Full Control,Limited Access,
Workflow Tasks	http://sps2013/sites/tomv2/WorkflowTasks	False	Excel Services Viewers	View Only,
Workflow Tasks	http://sps2013/sites/tomv2/WorkflowTasks	False	TOM v2 Owners	Full Control,Limited Access,
Workflow Tasks	http://sps2013/sites/tomv2/WorkflowTasks	False	TOM v2 Visitors	Read,
Workflow Tasks	http://sps2013/sites/tomv2/WorkflowTasks	False	TOM v2 Members	Edit,Limited Access,
Workflow Tasks	http://sps2013/sites/tomv2/WorkflowTasks	False	TOM Administrators	Full Control,Limited Access,
Workflow Tasks	http://sps2013/sites/tomv2/WorkflowTasks	False	TOM Owners	Full Control,Limited Access,
Workflow Tasks	http://sps2013/sites/tomv2/WorkflowTasks	False	TOM Members	Contribute,Limited Access,
Workflow Tasks	http://sps2013/sites/tomv2/WorkflowTasks	False	TOM Visitors	Read,Limited Access,
Workflow Tasks	http://sps2013/sites/tomv2/WorkflowTasks	False	TOM Viewers	Read,Limited Access,
Workflow Tasks	http://sps2013/sites/tomv2/WorkflowTasks	False	Style Resource Readers	Limited Access,
Workflow Tasks	http://sps2013/sites/tomv2/WorkflowTasks	False	Designers	Design,Limited Access,
Workflow Tasks	http://sps2013/sites/tomv2/WorkflowTasks	False	Hierarchy Managers	Manage Hierarchy,
Workflow Tasks	http://sps2013/sites/tomv2/WorkflowTasks	False	Approvers	Approve,
Workflow Tasks	http://sps2013/sites/tomv2/WorkflowTasks	False	Restricted Readers	Restricted Read,
Workflow Tasks	http://sps2013/sites/tomv2/WorkflowTasks	False	Translation Managers	Restricted Interfaces for Translation,
WorkItemAuditInfo	http://sps2013/sites/tomv2/Lists/WorkItemAudit	False	SPS2013\administrator	Full Control,Limited Access,
WorkItemAuditInfo	http://sps2013/sites/tomv2/Lists/WorkItemAudit	False	Excel Services Viewers	View Only,
WorkItemAuditInfo	http://sps2013/sites/tomv2/Lists/WorkItemAudit	False	TOM v2 Owners	Full Control,Limited Access,
WorkItemAuditInfo	http://sps2013/sites/tomv2/Lists/WorkItemAudit	False	TOM v2 Visitors	Read,
WorkItemAuditInfo	http://sps2013/sites/tomv2/Lists/WorkItemAudit	False	TOM v2 Members	Edit,Limited Access,
WorkItemAuditInfo	http://sps2013/sites/tomv2/Lists/WorkItemAudit	False	TOM Administrators	Full Control,Limited Access,
WorkItemAuditInfo	http://sps2013/sites/tomv2/Lists/WorkItemAudit	False	TOM Owners	Full Control,Limited Access,
WorkItemAuditInfo	http://sps2013/sites/tomv2/Lists/WorkItemAudit	False	TOM Members	Contribute,Limited Access,
WorkItemAuditInfo	http://sps2013/sites/tomv2/Lists/WorkItemAudit	False	TOM Visitors	Read,Limited Access,
WorkItemAuditInfo	http://sps2013/sites/tomv2/Lists/WorkItemAudit	False	TOM Viewers	Read,Limited Access,
WorkItemAuditInfo	http://sps2013/sites/tomv2/Lists/WorkItemAudit	False	Style Resource Readers	Limited Access,
WorkItemAuditInfo	http://sps2013/sites/tomv2/Lists/WorkItemAudit	False	Designers	Design,Limited Access,
WorkItemAuditInfo	http://sps2013/sites/tomv2/Lists/WorkItemAudit	False	Hierarchy Managers	Manage Hierarchy,
WorkItemAuditInfo	http://sps2013/sites/tomv2/Lists/WorkItemAudit	False	Approvers	Approve,
WorkItemAuditInfo	http://sps2013/sites/tomv2/Lists/WorkItemAudit	False	Restricted Readers	Restricted Read,
WorkItemAuditInfo	http://sps2013/sites/tomv2/Lists/WorkItemAudit	False	Translation Managers	Restricted Interfaces for Translation,
WorkItemChecklists	http://sps2013/sites/tomv2/Lists/WorkItemChecklists	False	SPS2013\administrator	Full Control,Limited Access,
WorkItemChecklists	http://sps2013/sites/tomv2/Lists/WorkItemChecklists	False	Excel Services Viewers	View Only,
WorkItemChecklists	http://sps2013/sites/tomv2/Lists/WorkItemChecklists	False	TOM v2 Owners	Full Control,Limited Access,
WorkItemChecklists	http://sps2013/sites/tomv2/Lists/WorkItemChecklists	False	TOM v2 Visitors	Read,
WorkItemChecklists	http://sps2013/sites/tomv2/Lists/WorkItemChecklists	False	TOM v2 Members	Edit,Limited Access,
WorkItemChecklists	http://sps2013/sites/tomv2/Lists/WorkItemChecklists	False	TOM Administrators	Full Control,Limited Access,
WorkItemChecklists	http://sps2013/sites/tomv2/Lists/WorkItemChecklists	False	TOM Owners	Full Control,Limited Access,
WorkItemChecklists	http://sps2013/sites/tomv2/Lists/WorkItemChecklists	False	TOM Members	Contribute,Limited Access,
WorkItemChecklists	http://sps2013/sites/tomv2/Lists/WorkItemChecklists	False	TOM Visitors	Read,Limited Access,
WorkItemChecklists	http://sps2013/sites/tomv2/Lists/WorkItemChecklists	False	TOM Viewers	Read,Limited Access,
WorkItemChecklists	http://sps2013/sites/tomv2/Lists/WorkItemChecklists	False	Style Resource Readers	Limited Access,
WorkItemChecklists	http://sps2013/sites/tomv2/Lists/WorkItemChecklists	False	Designers	Design,Limited Access,
WorkItemChecklists	http://sps2013/sites/tomv2/Lists/WorkItemChecklists	False	Hierarchy Managers	Manage Hierarchy,
WorkItemChecklists	http://sps2013/sites/tomv2/Lists/WorkItemChecklists	False	Approvers	Approve,
WorkItemChecklists	http://sps2013/sites/tomv2/Lists/WorkItemChecklists	False	Restricted Readers	Restricted Read,
WorkItemChecklists	http://sps2013/sites/tomv2/Lists/WorkItemChecklists	False	Translation Managers	Restricted Interfaces for Translation,
WorkItemFinancials	http://sps2013/sites/tomv2/Lists/WorkItemFinancials	False	SPS2013\administrator	Full Control,Limited Access,
WorkItemFinancials	http://sps2013/sites/tomv2/Lists/WorkItemFinancials	False	Excel Services Viewers	View Only,
WorkItemFinancials	http://sps2013/sites/tomv2/Lists/WorkItemFinancials	False	TOM v2 Owners	Full Control,Limited Access,
WorkItemFinancials	http://sps2013/sites/tomv2/Lists/WorkItemFinancials	False	TOM v2 Visitors	Read,
WorkItemFinancials	http://sps2013/sites/tomv2/Lists/WorkItemFinancials	False	TOM v2 Members	Edit,Limited Access,
WorkItemFinancials	http://sps2013/sites/tomv2/Lists/WorkItemFinancials	False	TOM Administrators	Full Control,Limited Access,
WorkItemFinancials	http://sps2013/sites/tomv2/Lists/WorkItemFinancials	False	TOM Owners	Full Control,Limited Access,
WorkItemFinancials	http://sps2013/sites/tomv2/Lists/WorkItemFinancials	False	TOM Members	Contribute,Limited Access,
WorkItemFinancials	http://sps2013/sites/tomv2/Lists/WorkItemFinancials	False	TOM Visitors	Read,Limited Access,
WorkItemFinancials	http://sps2013/sites/tomv2/Lists/WorkItemFinancials	False	TOM Viewers	Read,Limited Access,
WorkItemFinancials	http://sps2013/sites/tomv2/Lists/WorkItemFinancials	False	Style Resource Readers	Limited Access,
WorkItemFinancials	http://sps2013/sites/tomv2/Lists/WorkItemFinancials	False	Designers	Design,Limited Access,
WorkItemFinancials	http://sps2013/sites/tomv2/Lists/WorkItemFinancials	False	Hierarchy Managers	Manage Hierarchy,
WorkItemFinancials	http://sps2013/sites/tomv2/Lists/WorkItemFinancials	False	Approvers	Approve,
WorkItemFinancials	http://sps2013/sites/tomv2/Lists/WorkItemFinancials	False	Restricted Readers	Restricted Read,
WorkItemFinancials	http://sps2013/sites/tomv2/Lists/WorkItemFinancials	False	Translation Managers	Restricted Interfaces for Translation,
WorkItemHistory	http://sps2013/sites/tomv2/Lists/WorkItemHistory	False	SPS2013\administrator	Full Control,Limited Access,
WorkItemHistory	http://sps2013/sites/tomv2/Lists/WorkItemHistory	False	Excel Services Viewers	View Only,
WorkItemHistory	http://sps2013/sites/tomv2/Lists/WorkItemHistory	False	TOM v2 Owners	Full Control,Limited Access,
WorkItemHistory	http://sps2013/sites/tomv2/Lists/WorkItemHistory	False	TOM v2 Visitors	Read,
WorkItemHistory	http://sps2013/sites/tomv2/Lists/WorkItemHistory	False	TOM v2 Members	Edit,Limited Access,
WorkItemHistory	http://sps2013/sites/tomv2/Lists/WorkItemHistory	False	TOM Administrators	Full Control,Limited Access,
WorkItemHistory	http://sps2013/sites/tomv2/Lists/WorkItemHistory	False	TOM Owners	Full Control,Limited Access,
WorkItemHistory	http://sps2013/sites/tomv2/Lists/WorkItemHistory	False	TOM Members	Contribute,Limited Access,
WorkItemHistory	http://sps2013/sites/tomv2/Lists/WorkItemHistory	False	TOM Visitors	Read,Limited Access,
WorkItemHistory	http://sps2013/sites/tomv2/Lists/WorkItemHistory	False	TOM Viewers	Read,Limited Access,
WorkItemHistory	http://sps2013/sites/tomv2/Lists/WorkItemHistory	False	Style Resource Readers	Limited Access,
WorkItemHistory	http://sps2013/sites/tomv2/Lists/WorkItemHistory	False	Designers	Design,Limited Access,
WorkItemHistory	http://sps2013/sites/tomv2/Lists/WorkItemHistory	False	Hierarchy Managers	Manage Hierarchy,
WorkItemHistory	http://sps2013/sites/tomv2/Lists/WorkItemHistory	False	Approvers	Approve,
WorkItemHistory	http://sps2013/sites/tomv2/Lists/WorkItemHistory	False	Restricted Readers	Restricted Read,
WorkItemHistory	http://sps2013/sites/tomv2/Lists/WorkItemHistory	False	Translation Managers	Restricted Interfaces for Translation,
WorkItemLinks	http://sps2013/sites/tomv2/Lists/WorkItemLinks	False	SPS2013\administrator	Full Control,Limited Access,
WorkItemLinks	http://sps2013/sites/tomv2/Lists/WorkItemLinks	False	Excel Services Viewers	View Only,
WorkItemLinks	http://sps2013/sites/tomv2/Lists/WorkItemLinks	False	TOM v2 Owners	Full Control,Limited Access,
WorkItemLinks	http://sps2013/sites/tomv2/Lists/WorkItemLinks	False	TOM v2 Visitors	Read,
WorkItemLinks	http://sps2013/sites/tomv2/Lists/WorkItemLinks	False	TOM v2 Members	Edit,Limited Access,
WorkItemLinks	http://sps2013/sites/tomv2/Lists/WorkItemLinks	False	TOM Administrators	Full Control,Limited Access,
WorkItemLinks	http://sps2013/sites/tomv2/Lists/WorkItemLinks	False	TOM Owners	Full Control,Limited Access,
WorkItemLinks	http://sps2013/sites/tomv2/Lists/WorkItemLinks	False	TOM Members	Contribute,Limited Access,
WorkItemLinks	http://sps2013/sites/tomv2/Lists/WorkItemLinks	False	TOM Visitors	Read,Limited Access,
WorkItemLinks	http://sps2013/sites/tomv2/Lists/WorkItemLinks	False	TOM Viewers	Read,Limited Access,
WorkItemLinks	http://sps2013/sites/tomv2/Lists/WorkItemLinks	False	Style Resource Readers	Limited Access,
WorkItemLinks	http://sps2013/sites/tomv2/Lists/WorkItemLinks	False	Designers	Design,Limited Access,
WorkItemLinks	http://sps2013/sites/tomv2/Lists/WorkItemLinks	False	Hierarchy Managers	Manage Hierarchy,
WorkItemLinks	http://sps2013/sites/tomv2/Lists/WorkItemLinks	False	Approvers	Approve,
WorkItemLinks	http://sps2013/sites/tomv2/Lists/WorkItemLinks	False	Restricted Readers	Restricted Read,
WorkItemLinks	http://sps2013/sites/tomv2/Lists/WorkItemLinks	False	Translation Managers	Restricted Interfaces for Translation,
WorkItemNotes	http://sps2013/sites/tomv2/Lists/WorkItemNotes	False	SPS2013\administrator	Full Control,Limited Access,
WorkItemNotes	http://sps2013/sites/tomv2/Lists/WorkItemNotes	False	Excel Services Viewers	View Only,
WorkItemNotes	http://sps2013/sites/tomv2/Lists/WorkItemNotes	False	TOM v2 Owners	Full Control,Limited Access,
WorkItemNotes	http://sps2013/sites/tomv2/Lists/WorkItemNotes	False	TOM v2 Visitors	Read,
WorkItemNotes	http://sps2013/sites/tomv2/Lists/WorkItemNotes	False	TOM v2 Members	Edit,Limited Access,
WorkItemNotes	http://sps2013/sites/tomv2/Lists/WorkItemNotes	False	TOM Administrators	Full Control,Limited Access,
WorkItemNotes	http://sps2013/sites/tomv2/Lists/WorkItemNotes	False	TOM Owners	Full Control,Limited Access,
WorkItemNotes	http://sps2013/sites/tomv2/Lists/WorkItemNotes	False	TOM Members	Contribute,Limited Access,
WorkItemNotes	http://sps2013/sites/tomv2/Lists/WorkItemNotes	False	TOM Visitors	Read,Limited Access,
WorkItemNotes	http://sps2013/sites/tomv2/Lists/WorkItemNotes	False	TOM Viewers	Read,Limited Access,
WorkItemNotes	http://sps2013/sites/tomv2/Lists/WorkItemNotes	False	Style Resource Readers	Limited Access,
WorkItemNotes	http://sps2013/sites/tomv2/Lists/WorkItemNotes	False	Designers	Design,Limited Access,
WorkItemNotes	http://sps2013/sites/tomv2/Lists/WorkItemNotes	False	Hierarchy Managers	Manage Hierarchy,
WorkItemNotes	http://sps2013/sites/tomv2/Lists/WorkItemNotes	False	Approvers	Approve,
WorkItemNotes	http://sps2013/sites/tomv2/Lists/WorkItemNotes	False	Restricted Readers	Restricted Read,
WorkItemNotes	http://sps2013/sites/tomv2/Lists/WorkItemNotes	False	Translation Managers	Restricted Interfaces for Translation,
WorkItemParticipants	http://sps2013/sites/tomv2/Lists/WorkItemParticipants	False	SPS2013\administrator	Full Control,Limited Access,
WorkItemParticipants	http://sps2013/sites/tomv2/Lists/WorkItemParticipants	False	Excel Services Viewers	View Only,
WorkItemParticipants	http://sps2013/sites/tomv2/Lists/WorkItemParticipants	False	TOM v2 Owners	Full Control,Limited Access,
WorkItemParticipants	http://sps2013/sites/tomv2/Lists/WorkItemParticipants	False	TOM v2 Visitors	Read,
WorkItemParticipants	http://sps2013/sites/tomv2/Lists/WorkItemParticipants	False	TOM v2 Members	Edit,Limited Access,
WorkItemParticipants	http://sps2013/sites/tomv2/Lists/WorkItemParticipants	False	TOM Administrators	Full Control,Limited Access,
WorkItemParticipants	http://sps2013/sites/tomv2/Lists/WorkItemParticipants	False	TOM Owners	Full Control,Limited Access,
WorkItemParticipants	http://sps2013/sites/tomv2/Lists/WorkItemParticipants	False	TOM Members	Contribute,Limited Access,
WorkItemParticipants	http://sps2013/sites/tomv2/Lists/WorkItemParticipants	False	TOM Visitors	Read,Limited Access,
WorkItemParticipants	http://sps2013/sites/tomv2/Lists/WorkItemParticipants	False	TOM Viewers	Read,Limited Access,
WorkItemParticipants	http://sps2013/sites/tomv2/Lists/WorkItemParticipants	False	Style Resource Readers	Limited Access,
WorkItemParticipants	http://sps2013/sites/tomv2/Lists/WorkItemParticipants	False	Designers	Design,Limited Access,
WorkItemParticipants	http://sps2013/sites/tomv2/Lists/WorkItemParticipants	False	Hierarchy Managers	Manage Hierarchy,
WorkItemParticipants	http://sps2013/sites/tomv2/Lists/WorkItemParticipants	False	Approvers	Approve,
WorkItemParticipants	http://sps2013/sites/tomv2/Lists/WorkItemParticipants	False	Restricted Readers	Restricted Read,
