Title	URL	HasUniqueRoleAssignments	User/Group	Roles
LegalEntities	http://sps2013/sites/tomv2/Lists/LegalEntities	False	Approvers	Approve,
LegalEntities	http://sps2013/sites/tomv2/Lists/LegalEntities	False	Restricted Readers	Restricted Read,
LegalEntities	http://sps2013/sites/tomv2/Lists/LegalEntities	False	Translation Managers	Restricted Interfaces for Translation,
LegalEntityCountryByCountry	http://sps2013/sites/tomv2/Lists/LegalEntityCountryByCountry	False	SPS2013\administrator	Full Control,Limited Access,
LegalEntityCountryByCountry	http://sps2013/sites/tomv2/Lists/LegalEntityCountryByCountry	False	Excel Services Viewers	View Only,
LegalEntityCountryByCountry	http://sps2013/sites/tomv2/Lists/LegalEntityCountryByCountry	False	TOM v2 Owners	Full Control,Limited Access,
LegalEntityCountryByCountry	http://sps2013/sites/tomv2/Lists/LegalEntityCountryByCountry	False	TOM v2 Visitors	Read,
LegalEntityCountryByCountry	http://sps2013/sites/tomv2/Lists/LegalEntityCountryByCountry	False	TOM v2 Members	Edit,Limited Access,
LegalEntityCountryByCountry	http://sps2013/sites/tomv2/Lists/LegalEntityCountryByCountry	False	TOM Administrators	Full Control,Limited Access,
LegalEntityCountryByCountry	http://sps2013/sites/tomv2/Lists/LegalEntityCountryByCountry	False	TOM Owners	Full Control,Limited Access,
LegalEntityCountryByCountry	http://sps2013/sites/tomv2/Lists/LegalEntityCountryByCountry	False	TOM Members	Contribute,Limited Access,
LegalEntityCountryByCountry	http://sps2013/sites/tomv2/Lists/LegalEntityCountryByCountry	False	TOM Visitors	Read,Limited Access,
LegalEntityCountryByCountry	http://sps2013/sites/tomv2/Lists/LegalEntityCountryByCountry	False	TOM Viewers	Read,Limited Access,
LegalEntityCountryByCountry	http://sps2013/sites/tomv2/Lists/LegalEntityCountryByCountry	False	Style Resource Readers	Limited Access,
LegalEntityCountryByCountry	http://sps2013/sites/tomv2/Lists/LegalEntityCountryByCountry	False	Designers	Design,Limited Access,
LegalEntityCountryByCountry	http://sps2013/sites/tomv2/Lists/LegalEntityCountryByCountry	False	Hierarchy Managers	Manage Hierarchy,
LegalEntityCountryByCountry	http://sps2013/sites/tomv2/Lists/LegalEntityCountryByCountry	False	Approvers	Approve,
LegalEntityCountryByCountry	http://sps2013/sites/tomv2/Lists/LegalEntityCountryByCountry	False	Restricted Readers	Restricted Read,
LegalEntityCountryByCountry	http://sps2013/sites/tomv2/Lists/LegalEntityCountryByCountry	False	Translation Managers	Restricted Interfaces for Translation,
Link / リンク	http://sps2013/sites/tomv2/Lists/Link	False	SPS2013\administrator	Full Control,Limited Access,
Link / リンク	http://sps2013/sites/tomv2/Lists/Link	False	Excel Services Viewers	View Only,
Link / リンク	http://sps2013/sites/tomv2/Lists/Link	False	TOM v2 Owners	Full Control,Limited Access,
Link / リンク	http://sps2013/sites/tomv2/Lists/Link	False	TOM v2 Visitors	Read,
Link / リンク	http://sps2013/sites/tomv2/Lists/Link	False	TOM v2 Members	Edit,Limited Access,
Link / リンク	http://sps2013/sites/tomv2/Lists/Link	False	TOM Administrators	Full Control,Limited Access,
Link / リンク	http://sps2013/sites/tomv2/Lists/Link	False	TOM Owners	Full Control,Limited Access,
Link / リンク	http://sps2013/sites/tomv2/Lists/Link	False	TOM Members	Contribute,Limited Access,
Link / リンク	http://sps2013/sites/tomv2/Lists/Link	False	TOM Visitors	Read,Limited Access,
Link / リンク	http://sps2013/sites/tomv2/Lists/Link	False	TOM Viewers	Read,Limited Access,
Link / リンク	http://sps2013/sites/tomv2/Lists/Link	False	Style Resource Readers	Limited Access,
Link / リンク	http://sps2013/sites/tomv2/Lists/Link	False	Designers	Design,Limited Access,
Link / リンク	http://sps2013/sites/tomv2/Lists/Link	False	Hierarchy Managers	Manage Hierarchy,
Link / リンク	http://sps2013/sites/tomv2/Lists/Link	False	Approvers	Approve,
Link / リンク	http://sps2013/sites/tomv2/Lists/Link	False	Restricted Readers	Restricted Read,
Link / リンク	http://sps2013/sites/tomv2/Lists/Link	False	Translation Managers	Restricted Interfaces for Translation,
MicroFeed	http://sps2013/sites/tomv2/Lists/PublishedFeed	False	SPS2013\administrator	Full Control,Limited Access,
MicroFeed	http://sps2013/sites/tomv2/Lists/PublishedFeed	False	Excel Services Viewers	View Only,
MicroFeed	http://sps2013/sites/tomv2/Lists/PublishedFeed	False	TOM v2 Owners	Full Control,Limited Access,
MicroFeed	http://sps2013/sites/tomv2/Lists/PublishedFeed	False	TOM v2 Visitors	Read,
MicroFeed	http://sps2013/sites/tomv2/Lists/PublishedFeed	False	TOM v2 Members	Edit,Limited Access,
MicroFeed	http://sps2013/sites/tomv2/Lists/PublishedFeed	False	TOM Administrators	Full Control,Limited Access,
MicroFeed	http://sps2013/sites/tomv2/Lists/PublishedFeed	False	TOM Owners	Full Control,Limited Access,
MicroFeed	http://sps2013/sites/tomv2/Lists/PublishedFeed	False	TOM Members	Contribute,Limited Access,
MicroFeed	http://sps2013/sites/tomv2/Lists/PublishedFeed	False	TOM Visitors	Read,Limited Access,
MicroFeed	http://sps2013/sites/tomv2/Lists/PublishedFeed	False	TOM Viewers	Read,Limited Access,
MicroFeed	http://sps2013/sites/tomv2/Lists/PublishedFeed	False	Style Resource Readers	Limited Access,
MicroFeed	http://sps2013/sites/tomv2/Lists/PublishedFeed	False	Designers	Design,Limited Access,
MicroFeed	http://sps2013/sites/tomv2/Lists/PublishedFeed	False	Hierarchy Managers	Manage Hierarchy,
MicroFeed	http://sps2013/sites/tomv2/Lists/PublishedFeed	False	Approvers	Approve,
MicroFeed	http://sps2013/sites/tomv2/Lists/PublishedFeed	False	Restricted Readers	Restricted Read,
MicroFeed	http://sps2013/sites/tomv2/Lists/PublishedFeed	False	Translation Managers	Restricted Interfaces for Translation,
Pages	http://sps2013/sites/tomv2/Pages	False	SPS2013\administrator	Full Control,Limited Access,
Pages	http://sps2013/sites/tomv2/Pages	False	Excel Services Viewers	View Only,
Pages	http://sps2013/sites/tomv2/Pages	False	TOM v2 Owners	Full Control,Limited Access,
Pages	http://sps2013/sites/tomv2/Pages	False	TOM v2 Visitors	Read,
Pages	http://sps2013/sites/tomv2/Pages	False	TOM v2 Members	Edit,Limited Access,
Pages	http://sps2013/sites/tomv2/Pages	False	TOM Administrators	Full Control,Limited Access,
Pages	http://sps2013/sites/tomv2/Pages	False	TOM Owners	Full Control,Limited Access,
Pages	http://sps2013/sites/tomv2/Pages	False	TOM Members	Contribute,Limited Access,
Pages	http://sps2013/sites/tomv2/Pages	False	TOM Visitors	Read,Limited Access,
Pages	http://sps2013/sites/tomv2/Pages	False	TOM Viewers	Read,Limited Access,
Pages	http://sps2013/sites/tomv2/Pages	False	Style Resource Readers	Limited Access,
Pages	http://sps2013/sites/tomv2/Pages	False	Designers	Design,Limited Access,
Pages	http://sps2013/sites/tomv2/Pages	False	Hierarchy Managers	Manage Hierarchy,
Pages	http://sps2013/sites/tomv2/Pages	False	Approvers	Approve,
Pages	http://sps2013/sites/tomv2/Pages	False	Restricted Readers	Restricted Read,
Pages	http://sps2013/sites/tomv2/Pages	False	Translation Managers	Restricted Interfaces for Translation,
Participant Status	http://sps2013/sites/tomv2/Lists/ParticipantStatus	True	SPS2013\administrator	Full Control,
Participant Status	http://sps2013/sites/tomv2/Lists/ParticipantStatus	True	TOM v2 Owners	Full Control,
Participant Status	http://sps2013/sites/tomv2/Lists/ParticipantStatus	True	TOM v2 Visitors	Read,
Participant Status	http://sps2013/sites/tomv2/Lists/ParticipantStatus	True	TOM v2 Members	Edit,
Participant Status	http://sps2013/sites/tomv2/Lists/ParticipantStatus	True	TOM Administrators	Full Control,
Participant Status	http://sps2013/sites/tomv2/Lists/ParticipantStatus	True	TOM Owners	Full Control,
Participant Status	http://sps2013/sites/tomv2/Lists/ParticipantStatus	True	TOM Members	Read,
Participant Status	http://sps2013/sites/tomv2/Lists/ParticipantStatus	True	TOM Visitors	Read,
Participant Status	http://sps2013/sites/tomv2/Lists/ParticipantStatus	True	TOM Viewers	Read,
Processes	http://sps2013/sites/tomv2/Lists/Processes	True	SPS2013\administrator	Full Control,
Processes	http://sps2013/sites/tomv2/Lists/Processes	True	TOM v2 Owners	Full Control,
Processes	http://sps2013/sites/tomv2/Lists/Processes	True	TOM v2 Visitors	Read,
Processes	http://sps2013/sites/tomv2/Lists/Processes	True	TOM v2 Members	Edit,
Processes	http://sps2013/sites/tomv2/Lists/Processes	True	TOM Administrators	Full Control,
Processes	http://sps2013/sites/tomv2/Lists/Processes	True	TOM Owners	Full Control,
Processes	http://sps2013/sites/tomv2/Lists/Processes	True	TOM Members	Read,
Processes	http://sps2013/sites/tomv2/Lists/Processes	True	TOM Visitors	Read,
Processes	http://sps2013/sites/tomv2/Lists/Processes	True	TOM Viewers	Read,
Providers	http://sps2013/sites/tomv2/Lists/Providers	True	SPS2013\administrator	Full Control,
Providers	http://sps2013/sites/tomv2/Lists/Providers	True	TOM v2 Owners	Full Control,
Providers	http://sps2013/sites/tomv2/Lists/Providers	True	TOM v2 Visitors	Read,
Providers	http://sps2013/sites/tomv2/Lists/Providers	True	TOM v2 Members	Edit,
Providers	http://sps2013/sites/tomv2/Lists/Providers	True	TOM Administrators	Full Control,
Providers	http://sps2013/sites/tomv2/Lists/Providers	True	TOM Owners	Full Control,
Providers	http://sps2013/sites/tomv2/Lists/Providers	True	TOM Members	Read,
Providers	http://sps2013/sites/tomv2/Lists/Providers	True	TOM Visitors	Read,
Providers	http://sps2013/sites/tomv2/Lists/Providers	True	TOM Viewers	Read,
Reusable Content	http://sps2013/sites/tomv2/ReusableContent	False	SPS2013\administrator	Full Control,Limited Access,
Reusable Content	http://sps2013/sites/tomv2/ReusableContent	False	Excel Services Viewers	View Only,
Reusable Content	http://sps2013/sites/tomv2/ReusableContent	False	TOM v2 Owners	Full Control,Limited Access,
Reusable Content	http://sps2013/sites/tomv2/ReusableContent	False	TOM v2 Visitors	Read,
Reusable Content	http://sps2013/sites/tomv2/ReusableContent	False	TOM v2 Members	Edit,Limited Access,
Reusable Content	http://sps2013/sites/tomv2/ReusableContent	False	TOM Administrators	Full Control,Limited Access,
Reusable Content	http://sps2013/sites/tomv2/ReusableContent	False	TOM Owners	Full Control,Limited Access,
Reusable Content	http://sps2013/sites/tomv2/ReusableContent	False	TOM Members	Contribute,Limited Access,
Reusable Content	http://sps2013/sites/tomv2/ReusableContent	False	TOM Visitors	Read,Limited Access,
Reusable Content	http://sps2013/sites/tomv2/ReusableContent	False	TOM Viewers	Read,Limited Access,
Reusable Content	http://sps2013/sites/tomv2/ReusableContent	False	Style Resource Readers	Limited Access,
Reusable Content	http://sps2013/sites/tomv2/ReusableContent	False	Designers	Design,Limited Access,
Reusable Content	http://sps2013/sites/tomv2/ReusableContent	False	Hierarchy Managers	Manage Hierarchy,
Reusable Content	http://sps2013/sites/tomv2/ReusableContent	False	Approvers	Approve,
Reusable Content	http://sps2013/sites/tomv2/ReusableContent	False	Restricted Readers	Restricted Read,
Reusable Content	http://sps2013/sites/tomv2/ReusableContent	False	Translation Managers	Restricted Interfaces for Translation,
SecurityFolderMapping	http://sps2013/sites/tomv2/Lists/SecurityFolderMapping	True	SPS2013\administrator	Full Control,
SecurityFolderMapping	http://sps2013/sites/tomv2/Lists/SecurityFolderMapping	True	TOM v2 Owners	Full Control,
SecurityFolderMapping	http://sps2013/sites/tomv2/Lists/SecurityFolderMapping	True	TOM v2 Visitors	Read,
SecurityFolderMapping	http://sps2013/sites/tomv2/Lists/SecurityFolderMapping	True	TOM v2 Members	Edit,
SecurityFolderMapping	http://sps2013/sites/tomv2/Lists/SecurityFolderMapping	True	TOM Administrators	Full Control,
SecurityFolderMapping	http://sps2013/sites/tomv2/Lists/SecurityFolderMapping	True	TOM Owners	Full Control,
SecurityFolderMapping	http://sps2013/sites/tomv2/Lists/SecurityFolderMapping	True	TOM Members	Read,
SecurityFolderMapping	http://sps2013/sites/tomv2/Lists/SecurityFolderMapping	True	TOM Visitors	Read,
SecurityFolderMapping	http://sps2013/sites/tomv2/Lists/SecurityFolderMapping	True	TOM Viewers	Read,
Site Assets	http://sps2013/sites/tomv2/SiteAssets	False	SPS2013\administrator	Full Control,Limited Access,
Site Assets	http://sps2013/sites/tomv2/SiteAssets	False	Excel Services Viewers	View Only,
Site Assets	http://sps2013/sites/tomv2/SiteAssets	False	TOM v2 Owners	Full Control,Limited Access,
Site Assets	http://sps2013/sites/tomv2/SiteAssets	False	TOM v2 Visitors	Read,
Site Assets	http://sps2013/sites/tomv2/SiteAssets	False	TOM v2 Members	Edit,Limited Access,
Site Assets	http://sps2013/sites/tomv2/SiteAssets	False	TOM Administrators	Full Control,Limited Access,
Site Assets	http://sps2013/sites/tomv2/SiteAssets	False	TOM Owners	Full Control,Limited Access,
Site Assets	http://sps2013/sites/tomv2/SiteAssets	False	TOM Members	Contribute,Limited Access,
Site Assets	http://sps2013/sites/tomv2/SiteAssets	False	TOM Visitors	Read,Limited Access,
Site Assets	http://sps2013/sites/tomv2/SiteAssets	False	TOM Viewers	Read,Limited Access,
Site Assets	http://sps2013/sites/tomv2/SiteAssets	False	Style Resource Readers	Limited Access,
Site Assets	http://sps2013/sites/tomv2/SiteAssets	False	Designers	Design,Limited Access,
Site Assets	http://sps2013/sites/tomv2/SiteAssets	False	Hierarchy Managers	Manage Hierarchy,
Site Assets	http://sps2013/sites/tomv2/SiteAssets	False	Approvers	Approve,
Site Assets	http://sps2013/sites/tomv2/SiteAssets	False	Restricted Readers	Restricted Read,
Site Assets	http://sps2013/sites/tomv2/SiteAssets	False	Translation Managers	Restricted Interfaces for Translation,
Site Collection Documents	http://sps2013/sites/tomv2/SiteCollectionDocuments	False	SPS2013\administrator	Full Control,Limited Access,
Site Collection Documents	http://sps2013/sites/tomv2/SiteCollectionDocuments	False	Excel Services Viewers	View Only,
Site Collection Documents	http://sps2013/sites/tomv2/SiteCollectionDocuments	False	TOM v2 Owners	Full Control,Limited Access,
Site Collection Documents	http://sps2013/sites/tomv2/SiteCollectionDocuments	False	TOM v2 Visitors	Read,
Site Collection Documents	http://sps2013/sites/tomv2/SiteCollectionDocuments	False	TOM v2 Members	Edit,Limited Access,
Site Collection Documents	http://sps2013/sites/tomv2/SiteCollectionDocuments	False	TOM Administrators	Full Control,Limited Access,
Site Collection Documents	http://sps2013/sites/tomv2/SiteCollectionDocuments	False	TOM Owners	Full Control,Limited Access,
Site Collection Documents	http://sps2013/sites/tomv2/SiteCollectionDocuments	False	TOM Members	Contribute,Limited Access,
Site Collection Documents	http://sps2013/sites/tomv2/SiteCollectionDocuments	False	TOM Visitors	Read,Limited Access,
Site Collection Documents	http://sps2013/sites/tomv2/SiteCollectionDocuments	False	TOM Viewers	Read,Limited Access,
Site Collection Documents	http://sps2013/sites/tomv2/SiteCollectionDocuments	False	Style Resource Readers	Limited Access,
Site Collection Documents	http://sps2013/sites/tomv2/SiteCollectionDocuments	False	Designers	Design,Limited Access,
Site Collection Documents	http://sps2013/sites/tomv2/SiteCollectionDocuments	False	Hierarchy Managers	Manage Hierarchy,
Site Collection Documents	http://sps2013/sites/tomv2/SiteCollectionDocuments	False	Approvers	Approve,
Site Collection Documents	http://sps2013/sites/tomv2/SiteCollectionDocuments	False	Restricted Readers	Restricted Read,
Site Collection Documents	http://sps2013/sites/tomv2/SiteCollectionDocuments	False	Translation Managers	Restricted Interfaces for Translation,
Site Collection Images	http://sps2013/sites/tomv2/SiteCollectionImages	True	SPS2013\administrator	Full Control,
Site Collection Images	http://sps2013/sites/tomv2/SiteCollectionImages	True	Excel Services Viewers	View Only,
Site Collection Images	http://sps2013/sites/tomv2/SiteCollectionImages	True	TOM v2 Owners	Full Control,
Site Collection Images	http://sps2013/sites/tomv2/SiteCollectionImages	True	TOM v2 Visitors	Read,
Site Collection Images	http://sps2013/sites/tomv2/SiteCollectionImages	True	TOM v2 Members	Edit,
Site Collection Images	http://sps2013/sites/tomv2/SiteCollectionImages	True	TOM Administrators	Full Control,
Site Collection Images	http://sps2013/sites/tomv2/SiteCollectionImages	True	TOM Owners	Full Control,
Site Collection Images	http://sps2013/sites/tomv2/SiteCollectionImages	True	TOM Members	Contribute,Limited Access,
Site Collection Images	http://sps2013/sites/tomv2/SiteCollectionImages	True	TOM Visitors	Read,Limited Access,
Site Collection Images	http://sps2013/sites/tomv2/SiteCollectionImages	True	TOM Viewers	Read,Limited Access,
Site Collection Images	http://sps2013/sites/tomv2/SiteCollectionImages	True	Style Resource Readers	Read,
Site Collection Images	http://sps2013/sites/tomv2/SiteCollectionImages	True	Designers	Design,Limited Access,
Site Collection Images	http://sps2013/sites/tomv2/SiteCollectionImages	True	Hierarchy Managers	Read,
Site Collection Images	http://sps2013/sites/tomv2/SiteCollectionImages	True	Approvers	Read,
Site Collection Images	http://sps2013/sites/tomv2/SiteCollectionImages	True	Restricted Readers	Restricted Read,
Site Pages	http://sps2013/sites/tomv2/SitePages	False	SPS2013\administrator	Full Control,Limited Access,
Site Pages	http://sps2013/sites/tomv2/SitePages	False	Excel Services Viewers	View Only,
Site Pages	http://sps2013/sites/tomv2/SitePages	False	TOM v2 Owners	Full Control,Limited Access,
Site Pages	http://sps2013/sites/tomv2/SitePages	False	TOM v2 Visitors	Read,
Site Pages	http://sps2013/sites/tomv2/SitePages	False	TOM v2 Members	Edit,Limited Access,
Site Pages	http://sps2013/sites/tomv2/SitePages	False	TOM Administrators	Full Control,Limited Access,
Site Pages	http://sps2013/sites/tomv2/SitePages	False	TOM Owners	Full Control,Limited Access,
Site Pages	http://sps2013/sites/tomv2/SitePages	False	TOM Members	Contribute,Limited Access,
Site Pages	http://sps2013/sites/tomv2/SitePages	False	TOM Visitors	Read,Limited Access,
Site Pages	http://sps2013/sites/tomv2/SitePages	False	TOM Viewers	Read,Limited Access,
Site Pages	http://sps2013/sites/tomv2/SitePages	False	Style Resource Readers	Limited Access,
Site Pages	http://sps2013/sites/tomv2/SitePages	False	Designers	Design,Limited Access,
Site Pages	http://sps2013/sites/tomv2/SitePages	False	Hierarchy Managers	Manage Hierarchy,
Site Pages	http://sps2013/sites/tomv2/SitePages	False	Approvers	Approve,
Site Pages	http://sps2013/sites/tomv2/SitePages	False	Restricted Readers	Restricted Read,
Site Pages	http://sps2013/sites/tomv2/SitePages	False	Translation Managers	Restricted Interfaces for Translation,
Style Library	http://sps2013/sites/tomv2/Style Library	True	SPS2013\administrator	Full Control,
Style Library	http://sps2013/sites/tomv2/Style Library	True	Excel Services Viewers	View Only,
Style Library	http://sps2013/sites/tomv2/Style Library	True	TOM v2 Owners	Full Control,
Style Library	http://sps2013/sites/tomv2/Style Library	True	TOM v2 Visitors	Read,
Style Library	http://sps2013/sites/tomv2/Style Library	True	TOM v2 Members	Edit,
Style Library	http://sps2013/sites/tomv2/Style Library	True	TOM Administrators	Full Control,
Style Library	http://sps2013/sites/tomv2/Style Library	True	TOM Owners	Full Control,
Style Library	http://sps2013/sites/tomv2/Style Library	True	TOM Members	Contribute,Limited Access,
Style Library	http://sps2013/sites/tomv2/Style Library	True	TOM Visitors	Read,Limited Access,
Style Library	http://sps2013/sites/tomv2/Style Library	True	TOM Viewers	Read,Limited Access,
Style Library	http://sps2013/sites/tomv2/Style Library	True	Style Resource Readers	Restricted Read,
Style Library	http://sps2013/sites/tomv2/Style Library	True	Designers	Design,
Style Library	http://sps2013/sites/tomv2/Style Library	True	Hierarchy Managers	Restricted Read,
Style Library	http://sps2013/sites/tomv2/Style Library	True	Approvers	Restricted Read,
Style Library	http://sps2013/sites/tomv2/Style Library	True	Restricted Readers	Restricted Read,
SubCategories	http://sps2013/sites/tomv2/Lists/SubCategories	True	SPS2013\administrator	Full Control,
SubCategories	http://sps2013/sites/tomv2/Lists/SubCategories	True	TOM v2 Owners	Full Control,
SubCategories	http://sps2013/sites/tomv2/Lists/SubCategories	True	TOM v2 Visitors	Read,
SubCategories	http://sps2013/sites/tomv2/Lists/SubCategories	True	TOM v2 Members	Edit,
SubCategories	http://sps2013/sites/tomv2/Lists/SubCategories	True	TOM Administrators	Full Control,
SubCategories	http://sps2013/sites/tomv2/Lists/SubCategories	True	TOM Owners	Full Control,
SubCategories	http://sps2013/sites/tomv2/Lists/SubCategories	True	TOM Members	Read,
SubCategories	http://sps2013/sites/tomv2/Lists/SubCategories	True	TOM Visitors	Read,
SubCategories	http://sps2013/sites/tomv2/Lists/SubCategories	True	TOM Viewers	Read,
SubProcesses	http://sps2013/sites/tomv2/Lists/SubProcesses	True	SPS2013\administrator	Full Control,
SubProcesses	http://sps2013/sites/tomv2/Lists/SubProcesses	True	TOM v2 Owners	Full Control,
SubProcesses	http://sps2013/sites/tomv2/Lists/SubProcesses	True	TOM v2 Visitors	Read,
SubProcesses	http://sps2013/sites/tomv2/Lists/SubProcesses	True	TOM v2 Members	Edit,
SubProcesses	http://sps2013/sites/tomv2/Lists/SubProcesses	True	TOM Administrators	Full Control,
SubProcesses	http://sps2013/sites/tomv2/Lists/SubProcesses	True	TOM Owners	Full Control,
SubProcesses	http://sps2013/sites/tomv2/Lists/SubProcesses	True	TOM Members	Read,
SubProcesses	http://sps2013/sites/tomv2/Lists/SubProcesses	True	TOM Visitors	Read,
SubProcesses	http://sps2013/sites/tomv2/Lists/SubProcesses	True	TOM Viewers	Read,
Tax Document Templates / テンプレート	http://sps2013/sites/tomv2/CbCR Template	False	SPS2013\administrator	Full Control,Limited Access,
Tax Document Templates / テンプレート	http://sps2013/sites/tomv2/CbCR Template	False	Excel Services Viewers	View Only,
Tax Document Templates / テンプレート	http://sps2013/sites/tomv2/CbCR Template	False	TOM v2 Owners	Full Control,Limited Access,
Tax Document Templates / テンプレート	http://sps2013/sites/tomv2/CbCR Template	False	TOM v2 Visitors	Read,
Tax Document Templates / テンプレート	http://sps2013/sites/tomv2/CbCR Template	False	TOM v2 Members	Edit,Limited Access,
Tax Document Templates / テンプレート	http://sps2013/sites/tomv2/CbCR Template	False	TOM Administrators	Full Control,Limited Access,
Tax Document Templates / テンプレート	http://sps2013/sites/tomv2/CbCR Template	False	TOM Owners	Full Control,Limited Access,
Tax Document Templates / テンプレート	http://sps2013/sites/tomv2/CbCR Template	False	TOM Members	Contribute,Limited Access,
Tax Document Templates / テンプレート	http://sps2013/sites/tomv2/CbCR Template	False	TOM Visitors	Read,Limited Access,
Tax Document Templates / テンプレート	http://sps2013/sites/tomv2/CbCR Template	False	TOM Viewers	Read,Limited Access,
Tax Document Templates / テンプレート	http://sps2013/sites/tomv2/CbCR Template	False	Style Resource Readers	Limited Access,
Tax Document Templates / テンプレート	http://sps2013/sites/tomv2/CbCR Template	False	Designers	Design,Limited Access,
Tax Document Templates / テンプレート	http://sps2013/sites/tomv2/CbCR Template	False	Hierarchy Managers	Manage Hierarchy,
Tax Document Templates / テンプレート	http://sps2013/sites/tomv2/CbCR Template	False	Approvers	Approve,
Tax Document Templates / テンプレート	http://sps2013/sites/tomv2/CbCR Template	False	Restricted Readers	Restricted Read,
Tax Document Templates / テンプレート	http://sps2013/sites/tomv2/CbCR Template	False	Translation Managers	Restricted Interfaces for Translation,
TaxDataCollect	http://sps2013/sites/tomv2/Lists/TaxDataCollect	False	SPS2013\administrator	Full Control,Limited Access,
TaxDataCollect	http://sps2013/sites/tomv2/Lists/TaxDataCollect	False	Excel Services Viewers	View Only,
TaxDataCollect	http://sps2013/sites/tomv2/Lists/TaxDataCollect	False	TOM v2 Owners	Full Control,Limited Access,
TaxDataCollect	http://sps2013/sites/tomv2/Lists/TaxDataCollect	False	TOM v2 Visitors	Read,
TaxDataCollect	http://sps2013/sites/tomv2/Lists/TaxDataCollect	False	TOM v2 Members	Edit,Limited Access,
TaxDataCollect	http://sps2013/sites/tomv2/Lists/TaxDataCollect	False	TOM Administrators	Full Control,Limited Access,
TaxDataCollect	http://sps2013/sites/tomv2/Lists/TaxDataCollect	False	TOM Owners	Full Control,Limited Access,
TaxDataCollect	http://sps2013/sites/tomv2/Lists/TaxDataCollect	False	TOM Members	Contribute,Limited Access,
TaxDataCollect	http://sps2013/sites/tomv2/Lists/TaxDataCollect	False	TOM Visitors	Read,Limited Access,
TaxDataCollect	http://sps2013/sites/tomv2/Lists/TaxDataCollect	False	TOM Viewers	Read,Limited Access,
TaxDataCollect	http://sps2013/sites/tomv2/Lists/TaxDataCollect	False	Style Resource Readers	Limited Access,
TaxDataCollect	http://sps2013/sites/tomv2/Lists/TaxDataCollect	False	Designers	Design,Limited Access,
TaxDataCollect	http://sps2013/sites/tomv2/Lists/TaxDataCollect	False	Hierarchy Managers	Manage Hierarchy,
TaxDataCollect	http://sps2013/sites/tomv2/Lists/TaxDataCollect	False	Approvers	Approve,
TaxDataCollect	http://sps2013/sites/tomv2/Lists/TaxDataCollect	False	Restricted Readers	Restricted Read,
TaxDataCollect	http://sps2013/sites/tomv2/Lists/TaxDataCollect	False	Translation Managers	Restricted Interfaces for Translation,
TaxDocuments	http://sps2013/sites/tomv2/TaxDocuments	False	SPS2013\administrator	Full Control,Limited Access,
TaxDocuments	http://sps2013/sites/tomv2/TaxDocuments	False	Excel Services Viewers	View Only,
TaxDocuments	http://sps2013/sites/tomv2/TaxDocuments	False	TOM v2 Owners	Full Control,Limited Access,
TaxDocuments	http://sps2013/sites/tomv2/TaxDocuments	False	TOM v2 Visitors	Read,
TaxDocuments	http://sps2013/sites/tomv2/TaxDocuments	False	TOM v2 Members	Edit,Limited Access,
TaxDocuments	http://sps2013/sites/tomv2/TaxDocuments	False	TOM Administrators	Full Control,Limited Access,
TaxDocuments	http://sps2013/sites/tomv2/TaxDocuments	False	TOM Owners	Full Control,Limited Access,
TaxDocuments	http://sps2013/sites/tomv2/TaxDocuments	False	TOM Members	Contribute,Limited Access,
TaxDocuments	http://sps2013/sites/tomv2/TaxDocuments	False	TOM Visitors	Read,Limited Access,
TaxDocuments	http://sps2013/sites/tomv2/TaxDocuments	False	TOM Viewers	Read,Limited Access,
TaxDocuments	http://sps2013/sites/tomv2/TaxDocuments	False	Style Resource Readers	Limited Access,
TaxDocuments	http://sps2013/sites/tomv2/TaxDocuments	False	Designers	Design,Limited Access,
TaxDocuments	http://sps2013/sites/tomv2/TaxDocuments	False	Hierarchy Managers	Manage Hierarchy,
TaxDocuments	http://sps2013/sites/tomv2/TaxDocuments	False	Approvers	Approve,
TaxDocuments	http://sps2013/sites/tomv2/TaxDocuments	False	Restricted Readers	Restricted Read,
TaxDocuments	http://sps2013/sites/tomv2/TaxDocuments	False	Translation Managers	Restricted Interfaces for Translation,
TaxForms	http://sps2013/sites/tomv2/TaxForms	False	SPS2013\administrator	Full Control,Limited Access,
TaxForms	http://sps2013/sites/tomv2/TaxForms	False	Excel Services Viewers	View Only,
TaxForms	http://sps2013/sites/tomv2/TaxForms	False	TOM v2 Owners	Full Control,Limited Access,
TaxForms	http://sps2013/sites/tomv2/TaxForms	False	TOM v2 Visitors	Read,
TaxForms	http://sps2013/sites/tomv2/TaxForms	False	TOM v2 Members	Edit,Limited Access,
TaxForms	http://sps2013/sites/tomv2/TaxForms	False	TOM Administrators	Full Control,Limited Access,
TaxForms	http://sps2013/sites/tomv2/TaxForms	False	TOM Owners	Full Control,Limited Access,
TaxForms	http://sps2013/sites/tomv2/TaxForms	False	TOM Members	Contribute,Limited Access,
TaxForms	http://sps2013/sites/tomv2/TaxForms	False	TOM Visitors	Read,Limited Access,
TaxForms	http://sps2013/sites/tomv2/TaxForms	False	TOM Viewers	Read,Limited Access,
TaxForms	http://sps2013/sites/tomv2/TaxForms	False	Style Resource Readers	Limited Access,
TaxForms	http://sps2013/sites/tomv2/TaxForms	False	Designers	Design,Limited Access,
TaxForms	http://sps2013/sites/tomv2/TaxForms	False	Hierarchy Managers	Manage Hierarchy,
